Block,Lot,FiledDate
5590A,002,2016-10-28
1434,009,2016-10-28
2963B,004,2016-11-01
0234,017,2016-11-02
0872,009,2016-11-02
0152,044,2016-11-02
0596,020,2016-11-04
6580,031B,2016-11-08
1362,057,2016-11-10
0316,002,2016-11-10
0351,001,2016-11-15
5616,057,2016-11-15
5616,057,2016-11-15
3729,029,2016-11-18
3729,029,2016-11-18
0208,028,2016-11-28
1074,006,2016-12-01
0588,016,2016-12-02
5836,011,2016-12-02
3704,076,2016-12-05
3542,061,2016-12-06
3570,042,2016-12-06
0119,004,2016-12-08
1805,064,2016-12-08
1629,005,2016-12-08
5875,004,2016-12-08
0204,021,2016-12-12
0162,015,2016-12-12
0267,015,2016-12-13
5431A,001F,2016-12-14
0871,014,2016-12-15
0100,008,2016-12-15
3718,026,2016-12-16
3718,026,2016-12-16
3718,026,2016-12-16
3718,026,2016-12-16
1087,021,2016-12-15
1180,015,2016-12-16
2464A,019,2016-12-23
2675,033,2016-12-30
0859,004,2017-01-03
7122,008,2017-01-06
6590,053,2017-01-09
3708,174,2017-01-11
2655,025,2017-01-12
1244,025,2017-01-12
6763,015C,2017-01-13
3737,030,2017-01-17
0222A,050,2017-01-18
3552,044,2017-01-18
3542,061,2017-01-25
0990,027,2017-01-27
0961,019,2017-01-27
1028,071,2017-01-27
0259,026,2017-02-01
1739,020,2017-02-03
1535,018,2017-02-07
1535,018,2017-02-07
0578,010,2017-02-08
6592,006A,2017-02-10
4084,019,2017-02-10
4084,019,2017-02-10
1202,002J,2017-02-10
2842,008,2017-02-13
0824,005A,2017-02-21
0259,026,2017-02-23
7543,001,2017-02-23
1361,038,2017-02-23
0578,030,2017-02-28
5616,057,2017-03-01
5616,057,2017-03-01
1763,020,2017-03-02
1629,052,2017-03-02
0864,014,2017-03-02
0864,014,2017-03-02
0964,008B,2016-09-20
2696,002,2017-03-06
3554,036,2017-03-06
3554,036,2017-03-06
3554,036,2017-03-06
0222A,064,2017-03-07
2166,024,2017-03-07
0525,052,2017-03-08
0525,067,2017-03-08
6550,017,2016-09-21
0639,017,2017-03-13
0639,029,2017-03-13
2936A,025,2017-03-13
4041,009,2017-03-13
1852,020,2017-03-13
0419A,022,2017-03-14
0605,001,2017-03-14
1328,007,2017-03-15
0162,015,2017-03-15
1722,001,2017-03-16
6112,018,2017-03-21
2481,009A,2017-03-21
1034,006,2017-03-22
0837,001,2017-03-22
4084,019,2017-03-22
4084,019,2017-03-22
3794,024,2017-03-22
1575,039,2017-03-23
0117,021,2017-03-23
0030,001,2017-03-24
3725,078,2017-03-27
1144,001B,2017-03-28
0481,011,2017-03-28
0189,002,2017-03-29
7544,120,2017-03-30
1222,025,2017-03-30
0525,023,2017-03-30
0837,006,2017-03-31
0259,029,2017-04-03
1034,006,2017-04-03
0839,035,2017-04-03
0104,044,2017-04-05
5652,014,2017-04-05
2481,009A,2017-04-11
4788,022B,2017-04-12
0837,001,2017-04-12
0839,035,2017-04-12
1740,052,2017-04-18
6439,014,2017-04-19
7260,039,2017-04-19
0774,010,2017-04-20
1636,002,2017-04-20
0185,013,2017-04-21
6554,031,2017-04-21
1361,017,2017-04-24
1361,017,2017-04-24
1040,038,2017-04-24
2681,011,2017-04-25
7097,014,2017-04-26
6590,090,2017-04-26
6590,091,2017-04-26
6590,092,2017-04-26
6590,093,2017-04-26
6590,094,2017-04-26
1151,031,2017-04-26
2629A,064,2017-04-27
6969,001,2017-04-27
6969,011,2017-04-27
5353B,007B,2017-04-27
2325,054,2017-04-28
1034,006,2017-04-28
0824,001,2017-04-28
1277,002,2017-04-28
3634,025,2017-04-28
6756,005,2017-05-01
6769,004,2016-09-21
4288,003,2017-05-02
0584,001,2017-05-02
0309,001,2017-05-02
3754,058,2017-05-03
0148,007,2017-05-03
6458,004,2017-05-04
2125,012,2017-05-04
2125,013,2017-05-04
0262,021,2017-05-04
1520,032,2017-05-04
0288,032,2017-05-04
1271,024B,2017-05-05
6637,028,2017-05-05
0831,024,2017-05-05
0349,014,2017-05-05
4788,022B,2017-05-08
0351,001,2017-05-08
3748,006,2017-05-10
6948,023,2017-05-11
1741,011,2017-05-12
0264,004,2017-05-12
1114,018,2017-05-12
7555,009,2017-05-15
3764,170,2017-05-15
2980,015,2017-05-16
0315,003,2017-05-16
4105,009,2017-05-16
1383,064,2017-05-17
2948A,022,2017-05-18
1889,001,2017-05-18
3178,015,2017-05-19
0341,015,2017-05-19
3515,001,2016-09-21
1595,080,2017-05-22
0643,007,2017-05-22
0945,004,2017-05-23
0945,004,2017-05-23
6550,045,2017-05-23
4019,016,2017-05-24
3610,014,2017-05-24
2652,038,2017-05-25
3515,001,2016-09-21
5616,057,2017-05-25
5616,057,2017-05-25
5947,041,2017-05-26
0945,004,2017-05-23
0241,025,2017-05-26
3511,066,2017-05-26
1202,001D,2017-05-26
0211,015,2017-05-30
0600,001,2017-05-30
6945,034,2017-05-31
0272,001,2017-05-31
2626,011,2017-05-31
1831,046,2017-05-31
1022,002,2017-05-31
0089,016,2017-06-01
0162,015,2017-06-01
0525,052,2017-06-02
0525,067,2017-06-02
1550,043,2017-06-02
7266,009,2017-06-02
1082,003,2017-06-05
6550,048,2017-06-06
6550,049,2017-06-06
3620,077,2017-06-06
3706,061,2017-06-06
3735,059,2017-06-07
0236,017,2017-06-07
0813,007,2017-06-07
3619,016,2017-06-07
0309,028,2017-06-08
5707,008,2017-06-08
6505,010,2017-06-08
3570,039,2017-06-08
5896,041,2017-06-12
5612,011,2017-06-12
0085,055,2017-06-13
4084,019,2017-06-14
4084,019,2017-06-14
1241,023,2017-06-15
6600,048,2017-06-15
7246,042,2017-06-15
3546,023,2017-06-15
6600,049,2017-06-15
4084,019,2017-06-14
2176,052,2017-06-16
3571,017,2017-06-16
3710,020,2017-06-19
1230,017,2017-06-19
3803,005,2017-06-20
2709,067,2017-06-20
3550,008,2017-06-20
0313,008,2017-06-21
0310,007,2017-06-21
7295,038,2017-06-21
2991,018,2017-06-21
1795,025,2017-06-21
2125,012,2017-06-22
2125,013,2017-06-22
0548,015,2017-06-22
6506,035,2017-06-22
3650,050,2017-06-22
1053,016,2017-06-22
1053,016,2017-06-22
3072A,001,2017-06-22
1063,013,2017-06-22
3710,020,2017-06-23
2799,064,2017-06-26
3605,031,2017-06-26
1141,036,2017-06-26
0476,007,2017-06-26
1100,072,2017-06-27
0822,036,2017-06-27
0822,036,2017-06-27
6578,027,2017-06-28
0813,007,2017-06-28
1092,007,2017-06-28
1368,016,2017-06-29
6506,032,2017-06-29
0241,025,2017-06-30
0844,036,2017-06-30
0534,011,2017-07-03
0480,004A,2017-07-03
3594,010,2017-07-03
3594,010,2017-07-03
6539,010,2017-07-03
0474,011,2017-07-05
0480,002C,2017-07-05
4099,065,2017-07-06
8721,010,2017-07-06
0257,012,2017-07-07
3746,008,2017-07-07
3722,367,2017-07-10
5408,008,2017-07-10
0292,002,2017-07-11
0204,021,2017-07-11
0204,021,2017-07-11
0944,003,2017-07-11
0313,008,2017-07-11
3704,076,2017-07-11
0480,007,2017-07-12
0480,008,2017-07-12
0719,007,2017-07-12
0500,022A,2017-07-12
1454,018,2017-07-12
2931,003,2017-07-12
0100,060,2017-07-13
3600,122,2017-07-13
6079,015A,2017-07-13
0288,032,2017-07-14
1382,043,2017-07-14
6728,021,2017-07-17
2481,009A,2017-07-17
6948,023,2017-07-17
3750,073,2017-07-18
8711,014,2017-07-18
8711,014,2017-07-18
2436,019,2017-07-18
0328,002,2017-07-18
1222,028,2017-07-18
4148,031,2017-07-18
1672,026,2017-06-02
0293,005,2017-07-19
0851,012,2017-07-19
3602,036,2017-07-19
6948,023,2017-07-19
0474,005,2017-07-20
5381,046,2017-07-20
2206,088,2017-07-20
5517,054,2017-07-20
8727,008,2017-07-20
6710,008,2017-07-20
5670,026,2017-07-20
2348,038,2017-07-21
0096,051,2017-07-21
0697,039,2017-07-24
3748,029,2017-07-24
6246,011,2017-07-24
7512,024,2017-07-24
6581,014,2017-07-24
0237,014,2017-07-25
0237,014,2017-07-25
0208,028,2017-07-25
3553,022,2017-07-25
5458,025,2017-07-25
0040,018,2017-07-25
0231,023,2017-07-26
0326,004,2017-07-26
1084,003A,2017-07-26
6508,003,2017-07-26
0114,015,2017-07-27
2445,027,2017-07-27
3717,021,2017-07-27
2679,018,2017-07-27
0537,022,2017-07-28
0537,023,2017-07-28
0537,024,2017-07-28
0537,025,2017-07-28
0537,026,2017-07-28
0537,027,2017-07-28
3613,036,2017-07-28
6502,011D,2017-07-28
0204,021,2017-07-28
0204,021,2017-07-28
7244,008,2017-07-28
0313,008,2017-07-28
3722,081,2017-07-31
0262,021,2017-07-31
0605,018D,2017-07-31
6157,020,2017-07-31
0948,002A,2017-07-31
3537,085,2017-08-01
0087,023,2017-08-01
0030,001,2017-08-01
1428,031,2017-08-01
1428,031,2017-08-01
0501,003,2017-08-01
0501,003,2017-08-01
3787,024,2017-08-02
3707,062,2017-08-02
5975,001,2017-08-02
1238,034,2017-08-02
1932,025,2017-08-02
0184,004,2017-08-02
0154,012,2017-08-03
0982,007,2017-08-03
0982,007,2017-08-03
1437,004,2017-08-03
1437,004,2017-08-03
0297,028,2017-08-03
1215,021,2017-08-03
7518,029,2017-08-03
2404,019,2017-08-03
1731,034,2017-08-04
0284,004,2017-08-03
0511,005,2017-08-04
1686,030A,2017-08-04
3940,004,2017-08-07
3707,062,2017-08-07
5673,019,2017-08-07
5837,006,2017-08-07
4570,030,2017-08-08
4570,030,2017-08-08
3723,001,2017-08-08
5890,027,2017-08-08
3545,083,2017-08-08
2026,034,2017-08-08
0985,003,2017-08-08
2654,020,2017-08-08
0310,007,2017-08-08
7035,015,2017-08-08
0288,032,2017-08-08
3702,390,2017-08-08
6510,024,2017-08-08
0669,012,2017-08-09
0104,025,2017-08-09
0998,016C,2017-08-09
3749,047,2017-08-09
3749,047,2017-08-09
0183,010,2017-08-09
0183,010,2017-08-09
1255,003,2017-08-09
1255,003,2017-08-09
0643,007,2017-08-09
3628,014,2017-08-09
0297,028,2017-08-10
0297,028,2017-08-10
6034,052,2017-08-10
0833,003,2017-08-10
0331,028,2017-08-10
3624,014,2017-08-10
3590,015,2017-08-10
0258,032,2017-08-10
0712,006,2017-08-10
3704,076,2017-08-11
3704,076,2017-08-11
3558,036,2017-08-11
1464,006,2017-08-11
3775,096,2017-08-14
3726,010,2017-08-14
3726,010,2017-08-14
4913,011,2017-08-14
0940,011B,2016-09-21
5647,003,2017-08-14
0821,045,2017-08-14
1219,023,2017-08-14
1219,023,2017-08-14
3570,047A,2017-08-14
3594,043,2017-08-14
3594,043,2017-08-14
3594,043,2017-08-14
0940,011B,2016-09-21
3594,043,2017-08-14
3594,043,2017-08-14
3720,009,2017-08-14
3720,009,2017-08-14
3720,009,2017-08-14
7132,010,2017-08-15
2683,006,2017-08-15
7004,034,2017-08-15
7150,018,2017-08-15
1043,017,2017-08-15
1675,016,2017-08-15
0098C,012,2017-08-15
2312,027,2016-09-21
0095,024,2017-08-15
2115,008,2017-08-15
1593,022,2016-09-16
6551,019,2017-08-15
0555,026,2017-08-15
0072,051,2017-08-16
0990,027,2017-08-16
2618A,043,2017-08-16
3585,134,2017-08-16
5811,042,2017-08-16
1269,069,2017-08-16
7551,102,2017-08-16
7551,102,2017-08-16
7551,102,2017-08-16
7555,101,2017-08-16
7555,101,2017-08-16
7555,101,2017-08-16
7555,101,2017-08-16
7553,043,2017-08-16
7553,043,2017-08-16
7553,043,2017-08-16
7553,043,2017-08-16
3562,008,2017-08-16
6240,010,2017-08-16
2068,033,2017-08-16
2654,027,2017-08-16
1038,033,2017-08-16
1720,033,2017-08-17
3708,095,2017-08-17
3713,006,2017-08-17
0644,015,2017-08-17
0950,016,2017-08-17
0950,016,2017-08-17
3532,009,2017-08-17
3532,009,2017-08-17
0739,001,2017-08-17
3582,055,2017-08-17
4097,007,2017-08-17
6706,033,2017-08-17
3713,006,2017-08-17
0872,012,2017-08-17
3000B,010,2017-08-17
4103,033A,2017-08-17
5712,016,2017-08-17
1772,018,2017-08-17
1364,036,2017-08-17
7137,039,2017-08-17
7042B,005,2017-08-17
2475,051,2017-08-17
6745,001A,2017-08-17
3721,004,2017-08-17
3557,055,2017-08-17
3557,055,2017-08-17
3557,055,2017-08-17
3557,055,2017-08-17
2646,003,2017-08-17
8727,008,2017-08-17
0231,023,2017-08-17
0351,001,2017-08-17
0694,010,2017-08-17
8710,011,2017-08-17
1529,047,2017-08-17
1529,047,2017-08-17
3575,064,2017-08-17
3926,002,2017-08-17
6657,063,2017-08-17
0503,112,2017-08-17
1215,089,2017-08-03
0806,019,2017-08-17
1159,004,2017-08-17
6038,021,2017-08-17
3098,007,2017-08-17
3582,006,2017-08-17
3751,105,2017-08-17
0851,013,2017-08-17
3582,006,2017-08-17
0310,013A,2017-08-17
7130,029,2017-08-17
6959,032,2017-08-17
2714,005,2017-08-17
1753,029,2017-08-17
0187,010,2017-08-17
3735,040,2017-08-17
3568,028,2017-08-17
1254,077,2017-08-17
1863,017,2017-08-17
1242,004,2017-08-18
4228,080,2017-08-18
4228,127,2017-08-18
5501,067,2017-08-18
0121,032,2017-08-18
0624,065,2017-08-18
0474,036,2017-08-18
1183,052,2017-08-18
0269,028,2017-08-18
7212,006,2017-08-18
3715,013,2017-08-18
0269,028,2017-08-18
3709,019,2017-08-18
0269,028,2017-08-18
0262,021,2017-08-18
1704,034A,2017-08-18
3616,009,2017-08-18
3616,009,2017-08-18
3616,009,2017-08-18
3569,049,2017-08-18
1439,021,2017-08-18
4076,001,2017-08-18
3538,011,2017-08-18
6969,001,2017-08-18
2482,019,2017-08-18
0629,105,2017-08-18
0629,108,2017-08-18
0629,115,2017-08-18
7077,002,2017-08-18
2799,042,2017-08-18
6969,001,2017-04-27
0165,007,2017-08-18
0697,039,2017-08-18
1810,017A,2017-08-18
3721,120,2017-08-18
1327,002,2017-08-18
4260,005,2017-08-18
3544,038,2017-08-18
3544,038,2017-08-18
6710,008,2017-08-18
6078,001,2017-08-18
0183,016,2017-08-18
0091,006,2017-08-18
0091,006,2017-08-18
0091,006,2017-08-18
0091,006,2017-08-18
0091,006,2017-08-18
4211,011,2017-08-18
7009,052,2017-08-18
0317,012,2017-08-18
1464,006,2017-08-18
3914,001,2017-08-18
3914,001,2017-08-18
0296,012,2017-08-18
1199,004,2017-08-18
1199,004,2017-08-18
5524,041,2017-08-18
0309,028,2017-08-18
3502,111,2017-08-18
0334,014,2017-08-18
3619,089,2017-08-18
7545,037,2017-08-18
0313,008,2017-08-18
0159,019,2017-08-18
0295,016,2017-08-18
0496,018,2017-08-18
0467A,051,2017-08-18
3765,696,2017-08-18
1662,010,2017-08-18
1662,010,2017-08-18
1662,010,2017-08-18
3765,696,2017-08-18
0645,003,2017-08-18
2607,109,2017-08-18
0627,012,2017-08-18
3704,035,2017-08-18
5405,012,2017-08-18
0921,030,2017-08-18
1835,010,2017-08-18
4759,024,2017-08-18
0840,023,2017-08-18
0840,023,2017-08-18
1269,026,2017-08-18
2988A,014,2017-08-18
1202,002J,2017-08-18
1202,002J,2017-08-18
1806,021,2017-08-18
1125,001,2017-08-18
6637,021,2017-08-18
6637,021,2017-08-18
6637,021,2017-08-18
6637,021,2017-08-18
2106,018,2017-08-18
5723,015,2017-08-18
3028A,064,2017-08-18
0231,023,2017-08-21
1275,059,2017-08-21
3641,026,2017-08-21
3616,014,2017-08-21
6654,063,2017-08-21
6654,062,2017-08-21
3584,034A,2017-08-21
5650,007,2017-08-21
7546,102,2017-08-21
7546,102,2017-08-21
7546,102,2017-08-21
7546,102,2017-08-21
7546,102,2017-08-21
5463,016,2017-08-21
7546,102,2017-08-21
3721,051,2017-08-21
3624,020,2017-08-21
3779,231,2017-08-21
3624,021,2017-08-21
5703,024,2017-08-21
0113,006,2017-08-21
3609,079,2017-08-21
3548,053,2017-08-21
3502,028,2017-08-21
3534,063,2017-08-21
0927,019,2017-08-21
5501,071,2017-08-21
0276,020,2017-08-21
5961,034,2017-08-21
4100,001,2017-08-21
1268,058,2017-08-21
4045,007,2017-08-21
4035,001,2017-08-21
4045,041,2017-08-21
4024,007C,2017-08-21
1584,019B,2017-08-21
4024,007C,2017-08-21
2003,011,2017-08-21
4287,076,2017-07-26
6453,038,2017-08-21
1444,048,2017-08-21
0528,026,2017-08-21
1815,002,2017-08-21
5857,004,2017-08-21
1382,015,2017-08-21
0633,001E,2017-08-21
1190,001L,2017-08-21
3620,083,2017-08-21
6713,027,2017-08-21
1240,011,2017-08-21
1240,011,2017-08-21
1240,011,2017-08-21
1435,001,2017-08-21
4103,008,2017-08-21
6634,025,2017-08-21
6634,025,2017-08-21
4158,066,2017-08-21
4158,066,2017-08-21
0314,004,2017-08-21
0141,011,2017-08-21
1230,040,2017-08-21
0290,011,2017-08-21
0314,004,2017-08-21
7052,040,2017-08-21
7022,029,2017-08-21
3554,056,2017-08-21
3619,034,2017-08-21
7052,040,2017-08-21
2359,012,2017-08-21
2359,012,2017-08-21
2359,012,2017-08-21
0840,029,2017-08-21
1269,149,2017-08-22
6768,001,2017-08-22
2513,025,2017-08-22
5517,036,2017-08-22
0133,029,2017-08-22
6497,009,2017-08-22
1158,044,2017-08-22
6578,027,2017-08-22
3002,001,2017-08-22
3140,035,2017-08-22
0171,030,2017-08-22
0132,012,2017-08-22
0132,012,2017-08-22
7013,006,2017-08-22
1003,066,2017-08-22
0825,040,2017-08-22
0825,039,2017-08-22
2784,010,2017-08-22
3041,024,2017-08-22
6731,056,2017-08-22
4075,022,2017-08-22
3208A,006A,2017-08-22
5690,044,2017-08-22
0310,007,2017-08-22
0515,056,2017-08-22
0235,022,2017-08-22
2123A,015A,2017-08-22
0309,001,2017-08-22
6567,004,2017-08-22
0314,004,2017-08-22
1676,001H,2017-08-22
0514,023,2017-08-22
1464,006,2017-08-11
1274,001,2017-08-22
2691,037,2017-08-21
2457,014,2017-08-22
4282A,017,2017-08-22
5704,001,2017-08-22
2336,026A,2017-08-22
0632,007,2017-08-22
1838,001P,2017-08-22
7021,008,2017-08-22
2884,029,2017-08-22
1054,029,2017-08-22
6200,029,2017-08-22
6613,023,2017-08-22
6502,011D,2017-08-22
0254,023,2017-08-22
0254,023,2017-08-22
0679,030,2017-08-22
7537,076,2017-08-22
7537,076,2017-08-22
0685,011,2017-08-22
1072,001,2017-08-22
1748,009,2017-08-22
6177,012,2017-08-22
2699,014,2017-08-22
0535,023,2017-08-22
3583,065,2017-08-22
0515,036,2017-08-22
3643,061,2017-08-22
0515,036,2017-08-22
0515,036,2017-08-22
6593,015,2017-08-22
1133,007,2017-08-22
5351,038,2017-08-22
2359,001N,2017-08-22
0621,020,2017-08-22
3587,021,2017-08-22
0631,009,2017-08-22
0604,041,2017-08-22
0271,027,2017-08-23
0949,002,2017-08-23
3579,023,2017-08-23
3579,023,2017-08-23
0263,011,2017-08-23
1019,019,2017-08-23
1019,019,2017-08-23
1019,019,2017-08-23
6782,013,2017-08-23
0525,011,2017-08-23
5620,034,2017-08-23
0525,076,2017-08-23
0525,077,2017-08-23
1678,001,2017-08-23
3590,065,2017-08-22
4262,024,2017-08-23
3545,053,2017-08-23
1241,004,2017-08-23
3706,061,2017-08-23
1799,029,2017-08-23
3935,002,2017-08-23
2072,001,2017-08-23
2617A,020,2017-08-23
3708,028,2017-08-23
6983,014,2017-08-23
0945,010,2017-08-23
1098,050,2017-08-23
3755,021,2017-08-23
0974,006,2017-08-23
1160,019,2017-08-23
0098,005,2017-08-23
2091,027,2017-08-23
0847,059,2017-08-23
1270,014,2017-08-23
5353,006C,2017-08-23
2628,082,2017-08-23
6990,010,2017-08-23
0831,001,2017-08-23
4108,005,2017-08-23
0525,009,2017-08-23
1758,039,2017-08-23
6529,010,2017-08-23
2656,044,2017-08-23
1794,001,2017-08-23
0297,009,2017-08-23
3548,036,2017-08-23
2684,005,2017-08-23
1927A,020,2017-08-23
6602,016,2017-08-23
1221,053,2017-08-23
0322,002,2017-08-23
3708,056,2017-08-23
3609,025,2017-08-23
1916,011,2017-08-23
0479,010,2017-08-23
2314,004,2017-08-23
0248,023,2017-08-23
3763,018,2017-08-23
3601,008,2017-08-23
5514,031,2017-08-23
3596,015,2017-08-23
2660,052,2017-08-23
0078,039,2017-08-23
3587,021,2017-08-22
0659,066,2017-08-24
2619,126,2017-08-24
6621,016,2017-08-24
3561,034,2017-08-24
3561,073,2017-08-24
0786A,001,2017-08-24
3135,016,2017-08-24
3706,278,2017-08-24
0600,021,2017-08-24
0600,030,2017-08-24
1040,038,2017-08-24
0078,052,2017-08-01
0078,052,2017-08-01
0602,001,2017-08-24
1158,001,2017-08-24
0539,031,2017-08-24
2716,013,2017-08-24
2716,013,2017-08-24
5673,019,2017-08-24
6548,009,2017-08-24
0235,018,2017-08-24
4218,029,2017-08-24
6713,037B,2017-08-24
0262,021,2017-08-24
1842,049,2017-08-24
0116,044,2017-08-24
1641,027,2017-08-23
0826,028,2017-08-25
1510,023,2017-08-25
7004,002,2016-09-21
2954A,020,2017-08-28
0856,052,2017-08-28
1409,037,2017-08-28
4266,010,2017-08-28
0997,005,2017-08-29
0770,015,2017-08-29
0334,007,2017-08-29
8707,009,2017-08-30
0174,001,2017-08-30
0277,007,2017-08-31
2612,037,2017-09-01
3554,005,2016-09-21
3581,041,2016-09-21
0299,010,2017-09-05
1667,001,2017-09-05
3709,020,2016-09-21
3594,043,2017-08-14
3594,043,2017-08-14
0069,080,2017-09-07
0098,002,2017-09-07
6621,003,2017-09-07
3538,058,2017-09-07
6945,019,2017-09-08
0822,061,2017-09-08
0946,036,2017-09-08
0928,013,2017-09-11
0436E,029,2017-09-12
3617,052,2017-09-12
1660,018,2017-09-12
0149,101,2017-09-12
5308,006,2017-09-12
0979,033,2017-09-13
1304,009,2017-09-13
3574,003,2017-09-14
3585,024,2017-09-14
2611,016,2017-09-14
0604,028,2017-09-15
2629,053,2017-09-15
0247,015,2017-09-15
1352,021,2017-09-15
2629A,046,2017-09-15
0995,014,2017-09-15
1437,019A,2017-09-18
7551,102,2017-09-18
1413,035,2017-09-18
0867,008A,2017-09-19
2826,126,2017-09-19
1353,029,2017-09-19
0669,011,2017-09-19
3281,027A,2017-09-21
0120,021,2017-09-22
4314,001A,2017-09-25
3542,041,2017-09-25
0514,039,2017-09-25
1446,025,2017-09-26
6147,034,2017-09-26
3720,009,2015-04-23
3590,004,2017-09-26
0122,036,2017-09-27
0546,001B,2017-09-27
3092,032,2017-09-28
1848,025,2017-09-28
1048,009,2017-09-29
2807,004,2017-09-29
3720,009,2017-10-03
3585,136,2017-10-03
1406,047,2017-10-04
6965A,018,2017-10-05
3612,033,2017-10-05
3641,010A,2017-10-05
0738,018,2017-10-06
0700,018,2017-10-10
3550,010,2017-10-10
4209,039,2017-10-10
3561,065G,2016-09-21
4042,001,2017-10-11
3577,010,2016-09-21
1269,114,2017-10-13
3616,015,2017-10-13
0149,005,2017-10-16
3605,072,2017-10-16
2828,012,2016-09-21
2748,012,2017-10-16
1180,023,2017-10-16
1262,053,2017-10-17
6695,007,2017-10-17
0645,001,2017-10-17
1184,020,2017-10-17
6574,022,2017-10-18
4022,021,2017-10-20
3584,071,2017-10-20
0252,001,2017-10-23
0531,014,2017-10-25
6746,034,2017-10-26
1355,006,2017-10-26
1187,036,2017-10-27
3163,027,2017-10-30
0993,021,2017-10-30
0247C,057,2017-10-31
3803,005,2017-10-31
1429,034,2017-11-03
2511,030,2017-11-06
7539,004,2017-11-06
0826,023,2017-11-06
1530,013,2017-11-07
1668,037,2017-11-07
2648,067,2017-11-07
0856,013,2017-11-07
0567,018,2017-11-07
3623,005,2017-11-08
0238,008,2017-11-09
3590,029,2017-11-09
2914,037,2017-11-09
3720,009,2017-11-13
3622,059,2017-11-13
6422,009,2017-11-14
1253,023,2017-11-15
0587,014,2017-11-16
0239,009,2017-11-16
0114,079,2017-11-16
2630,029,2017-11-17
3582,015,2017-11-17
1003,049,2017-11-20
3768,072,2017-11-20
6258,018,2017-11-21
6533,039,2017-11-22
2631,046,2017-11-22
0595,203,2017-11-22
0156,015A,2017-11-27
3579,031,2017-11-27
1180,040,2017-11-27
1202,002J,2017-11-27
3758,045,2017-11-27
0797,022,2017-11-27
1733,019,2017-11-28
0500,017,2017-11-28
1044,020,2017-11-28
0648,089,2017-11-28
4153,008,2017-11-29
0961,019,2017-11-29
3532,089,2017-11-30
5384B,001,2017-11-30
1624,006M,2017-11-30
6959,030,2017-12-01
0337,015,2017-12-01
4149,021,2017-12-05
0993,001,2017-12-05
0611,022,2017-12-06
2415,015,2017-12-07
3775,140,2017-12-07
0018,001,2017-12-11
0639,002,2017-12-12
2964A,030A,2017-12-12
6521,030,2017-12-12
0936,018H,2017-12-13
0962,002,2017-12-13
0525,033,2017-12-13
0099,005D,2017-12-14
0176,016,2017-12-14
6927,017,2017-12-14
0445A,011,2017-12-15
0319,023,2017-12-15
0936,014,2017-12-15
3786,039,2017-12-15
1769,049,2017-12-18
6088,016,2017-12-18
0187,021,2017-12-18
1369,021,2017-12-18
6539,010,2017-12-18
0566,014,2017-12-19
0161,001,2017-12-19
3544,021,2017-12-19
3646,027,2017-12-19
1178,017,2017-12-19
3545,018A,2017-12-19
1053,001,2017-12-19
0452,003,2017-12-20
2020,005,2017-12-21
5514,036,2017-12-21
3537,177,2017-12-22
0807,009A,2017-12-22
0158,008,2017-12-22
1442,012,2017-12-26
5648,016,2017-12-26
0256,003,2017-12-26
5000,033,2017-12-27
1852,006,2017-12-28
3197,010,2017-12-28
3624,004,2018-01-02
6511,028,2018-01-02
3763,008,2018-01-03
1765,076,2018-01-04
1765,077,2018-01-04
0590,008,2018-01-04
3794,005,2018-01-05
0631,005,2018-01-05
2442,022,2018-01-05
2769,061,2018-01-05
3631,017,2018-01-08
0978,002,2018-01-08
5742,026,2018-01-08
1271,038,2018-01-08
1185,020,2017-09-14
1274,060,2018-01-09
1610,017F,2018-01-09
1424,047,2018-01-09
1003,002,2018-01-11
6507,002,2018-01-11
5720,052,2018-01-11
0188,001,2018-01-12
